index	#1 Label	#2 Count	#3 String
2236	1,3	2	What is your heart break song? ||||| @neiljedcastro 13 and thru these tears - LANY Fake Love - BTS😁😋 Lucid dreams - Juice wrld
2237	1,1	2	I had a GREAT meeting with Putin and the Fake News used every bit of their energy to try and disparage it. So bad for our country! ||||| @realDonaldTrump We can see through the #FakeNews!  Stay strong and keep fighting for America !!  #MAGA
2239	1,0	2	Planned Parenthood has been caught:  Aiding and abetting sex traffickers  Selling body parts of aborted babies   Covering up sexual abuse of minors   Why are we still giving them $500 MILLION dollars in taxpayer money? ||||| @charliekirk11 Because debunked, debunked, and debunked. You’re not even trying.
2240	1,3	2	When you're listening to AT40 and your favorite song comes on...Tell us what YOU wanna hear! #AT40SongRequest [URL] ||||| @AmericanTop40 Please play Fake Love by @BTS_twt 💜 Thank you so much
2241	1,3	2	August 12 - Teen Choice Awards August 14 - Summer Package 2018 August 24 - Love Yourself: Answer Album Release August 25-26 - LY Tour Kick-off Seoul  wOw so much happening this august my mind, heart, soul, and wallet are exploding. ||||| @KOOKIEHOLY A level results also come out in August, as well as my death 🙃 Streaming Fake Love for good luck 😩 #TeenChoice #ChoiceFandom #BTSARMY @BTS_twt
2242	1,1	2	As Operation #Slowwalker begins to wind up, you will hear Obama's name mentioned more and more.  #Sessions et al are going to take down #DeepState and that includes Obama and Hillary.  No one in #DeepState is safe.  No one. ||||| Rt and if he doesnt?  Those who supported Sessions should then get off the Trump train for continual misleading us ie. U be deepstate also [URL]
2243	1,3	2	Pastor Collin Dye has invited us back to Kensington Temple, London, next year making it six years in a row we will have been on the KT staff. ||||| @DrRTKendall Safe journey home, there is no place like home, and Lords Willing We Will see you again 😘😘🙏🏾👋
2244	1,1	2	#FakeNewsCNN Just Blast Out Fake News That Trump Could Be A "Russian Asset" Their low ratings show they have no credibility because anything goes.  Fact checking means NOTHING on CNN.  Speculation &amp; innuendo are not reporting. [URL] ||||| @GartrellLinda Fake News CNN is a disgusting example of journalism, the hatred they all have against anything President Trump does good or bad is unfair and unjust! They are destroying the news channel and may never recover!
2245	1,3	2	BREAKING: Newly declassified FISA application on Carter Page reveals FBI never told the court that its main source -- Steele -- was paid through the Clinton campaign. It merely says he was hired by a "business associate" and a "law firm," which it never ID's as Clinton/DNC lawyer ||||| @paulsperry_ @Deplorablepam FBIDOJ conspired, then gave No Probable Cause Fake contrived Dossier affidavit, to a (honest/corrupt) judge, for a warrant to spy on presidential candidate Trump..Honest, Constitutional Judge would be bring charges to ALL cops who signed..WHO is responsible?, we know! ticktoqk
2246	1,1	2	It takes 3.2 sec to RT and help find them appalling an innocent 3 year old assaulted with acid  someone must know who they are. Three-year-old seriously injured in suspected acid attack in Worcester  [URL] [URL] ||||| What the hell is wrong with humans 😱😡poor little fellow , I think they need the same done to ever done it [URL]
2247	1,3	2	. @MoviePass has lost it’s damn mind! A movie ticket at this theater is only $8.50, and they want to charge $4.53 “peak pricing” (53% of ticket price!) - for a movie that was released over a month ago! THIS IS INSANITY 🤣 @slashfilm @davechensky [URL] ||||| I haven't watched any movies with AMC'S A-list yet &amp; I ALREADY feel better subscribing to that &amp; cancelling Moviepass who pulls this bullshit.  (cane comes out &amp; pulls it off stage).  [URL]
2248	1,3	2	oh look, it's me and naraku [URL] ||||| @mooncairnphos WHAT IS WRONG WITH YOU
2250	1,1	2	Another shameful attack on the Mueller probe. [URL] ||||| @crooksandliars Trump over country Graham can quit his sactamonious bullshit. He’s no better trump crime family
2251	1,3	2	Of all the has-been failures the Establishment could bring out to back another referendum, Major is probably the least credible of them all... Just like Blair, the more he publicity he gets, the better!  🙋‍♀️ Support us at [URL] [URL] ||||| @LeaveEUOfficial @didierdelmer The media and public rarely question what experts and politicians got wrong and they only publicise what they got right.
2252	1,1	2	a bartender told me i looked 25 without checking my i.d. and i've never been more offended ||||| Meanwhile I’m 26 and they still think my ID is fake [URL]
2253	1,0	2	[URL] to make a surrealist C-Cardi music video all i need is 450 dollars and social skills ||||| @RadicalDouche You’re doing it wrong, you’re being too specific.
2254	1,1	2	The American people should #WalkTogether into the polls. ||||| .@davidhogg111 is right. #WalkAway is nonsense; Republicans looking to purge voter rolls and strategies to suppress voting are wrong. Dems need to work hard with these kids to INCREASE participation. #SignUpAndShowUp in November. #Vote #WalkTogether [URL]
2255	1,3	2	Talk Tuesday requests? (Keep in mind TT is not for true crime 😉) ||||| @KendallRaeOnYT Do the Lisandro Feliz Guzman #JUSTICEFORJUNIOR incident (15 yr old who was brutally stabbed to death for mistaken identity) or the McDonald’s massacre that occurred in 1984
2256	1,3	2	FBI told FISA court Steele wasn't source of report used to justify surveilling @RealDonaldTrump team, docs show [URL] #FoxNews ||||| @TomFitton @realDonaldTrump Is lying to a Federal Court a Crime, if not it should be!
2257	1,0	2	Have been speed reading bit n pieces of @RehamKhan1 ‘s book. Even If you discount 60% as false or exaggerated, it still leaves enough to conclude that there is something rotten in the state of Banigala ! ||||| @HarounRashid2 @RehamKhan1 What if it's 100 percent false... honestly never saw a drug addict so active and fit.
2258	1,1	2	Israel is still our home and we love this country. But this law is bad for us and we fight it. election is coming up.. [URL] ||||| @Amani90__ I think it’s a bullshit law, a Jew I have the upmost respect for Israel’s Druze community. Hopefully the next government will change this law after the religious parties and Netanyahu are removed.
2259	1,3	2	As a comic book movie fan, I am actually pleasantly surprised with how good the "Shazam" trailer was. Hopefully the movie turns out to be good. Also "Aquaman" looks interesting as well. ||||| @JFonzerrelli I think part of the reason people like it (could be wrong) is because it's a more light hearted film then the usual dark and gritty DC movie.  It looks like a fun super hero movie you can laugh at/with. Makes me think of AntMan, fun movie that doesn't take itself serious.
2260	1,3	2	Was covering the Mets tonight and they’ve been postponed. Gonna need some Netflix recommendations. ||||| @Jared_Carrabis Parks and Rec, can’t go wrong with that.
2261	1,3	2	The Trump admin is planning to eliminate a vast trove of medical guidelines that for nearly 20 years has been a critical resource for doctors, researchers and others in the medical community, according to The Daily Beast. [URL] ||||| I hope this is not true! [URL]
2262	1,3	2	NEW: After the “most serious mistake of his presidency”, Donald Trump’s approval rating … is up.  The latest WSJ/NBC News poll here: [URL] ||||| @MichaelCBender How pathetic after he kicked America to the curb &amp; sided w a murdering Kremlin thug, Putin. I guess Americans believe his lies. They don’t expect &amp; shouldn’t expect a POTUS to lie constantly, but he does.
2264	1,3	2	.@BigReidRadio in studio to wrap up the week! Playing @5SOS #YoungBlood rignt NOW! Music on the way from @SelenaGomez @ArianaGrande @TaylorSwift13 and MORE! Reply with your requests! :) ||||| @997now @BigReidRadio @5SOS @selenagomez @ArianaGrande @taylorswift13 Hello @BigReidRadio ,hope you’re having a good day 🤗 can you please play Fake Love by @BTS_twt on @997now.  I would really appreciate it! 💜
2265	1,3	2	I had an interesting conversation today when the question of congressional age limits came up. Do you think there should be an age limit on congressmen, congresswomen, and congressthem? ||||| @davidhogg111 I’m tempted to say yes because @ChuckGrassley is an old, bumbling idiot.  But discrimination in any form is wrong.
2266	1,1	2	Former Fox News analyst Ralph Peters says that Fox News hosts often say things on air that "they know are untrue" but are doing it "for ratings and money". ||||| @krassenstein @realDonaldTrump who is the real Fake News???? SAD!
2267	1,3	2	Y’all actually surprised that 90% of Big Brother fans agree that JC didn’t do anything wrong and Bayleigh is the one who overreacted because I’m not. I knew that would be the response when they announced that they would air it. #BB20 [URL] ||||| JC &amp; B are both equally ignorant &amp; they’re both in the wrong, but instead of being super offended &amp; butthurt they could have had a civil conversation and apologized to each other &amp; moved on. He apologized but she did not. [URL]
2268	1,0	2	i posted my tattoo on my ig n tell me why some family friend sent it to my mom..??? like girl, my mom got my tattoo WITH ME. the same tattoo..?? i rlly need to remove all my “family friends” ||||| @dndrayvnne FAKE AS FUCK
2269	1,1	2	Twitter suspends @JTlol while blue checks like this remain. #Amazing [URL] ||||| @ThePowersThatBe @AnnCoulter @jtLOL ... And they always hide behind these silly made up names.
2270	1,3	2	For those of you who were serial orgasm fakers with cishet men, how did you break out of that cycle?  What were the variables involved in moving towards, at the least, not faking it? ||||| @Raquel_Savage I stopped faking and fighting the urge to fake by looking at my own performance. I changed literally the position of my knees when I was riding by a FRACTION allasudden I came and I was like 👀👀 another thing too is I learned how to be satisfied and happy minus an orgasm.
2271	1,1	2	Does anybody have any proof Corbyn is anti-Semitic yet? I mean the allegations are so rife, you think someone could come up with an example, a situation where he was, a story, a policy. Nothing. Not a single thing. From anyone. Ever. ||||| @RATR2016 The Judases of the Political Right. Spreading their lies to discredit a man they Fear. 😡
2272	1,3	2	so everybody sleep now 😴 foh ||||| @_JNHi3 Shut up and let us fake sleep 😭😂
2273	1,1	2	I'm becoming increasingly irritated at what appears to be the MSM obsession with internal Labour matters. In the meantime - the damage inflicted on our people by this Tory Govt - goes unreported - or at best - receives a cursory mention. ||||| @Hepworthclare As does the small matter of the government lying over chemical weapons attack in Syria! Corbyn's refusal to act till proof was found was therefore the CORRECT course of action yet AGAIN. (Peter Oborne reported on UN's findings below) [URL]
2274	1,1	2	Note to Trump Supporters Once again. When you stalk my Youtube videos, threatening to chop my child up into pieces, or call my home cursing my wife out because I post FACTS on Twitter, my first inclination is to NEVER let up, you sick pieces of cr@p.  You are afraid, not me!! ||||| @krassenstein Omg!  WTF is wrong with these animals.
2275	1,3	2	Dave Brailsford quotes from @dnlbenson’s timeline today. #howtowinfriendsandinfluencepeople This is a team who just don’t care about any of it. Not the transparency pleas, not the deception, not the misinformation, not the ethical grey areas and cheating, and not the perception. [URL] ||||| @Scienceofsport @dnlbenson Let me know if I’m wrong, it seems the French have always aimed their disapproval at those who end up found out as cheaters. If they’re right then that’s a pretty good French cultural thing really, isn’t it? That’s is.
2276	1,1	2	Dear @FreeformTV  and @FreeformTVPR : You had panels and booths and the entire casts of two shows and a renewal announcement. We had pedicabs and a single guest actor who showed up in cosplay out of the goodness of his heart.  We win.  #SaveShadowhunters #ShadowhuntersTakeSDCC [URL] ||||| @MalecCrazedAthr @FreeformTV @FreeformTVPR @FreeformTV So have anything to say? Or will you once again remain quiet realizing that your network made a big mistake? It's ok to speak up, admit you were wrong. #SaveShadowhunters [URL]
2277	1,3	2	What Nigga is Still Using A CHECKBOOK to Write Checks? ||||| @revniggadaddy THERE ARE NONE THAT I KNOW EXIST. THE REASON IS @usbank, @BankoftheWest WILL CLOSE THE ACCTS FOR NO REASON B/C OF YOUR SKIN COLOR ALONE IRREGARDLESS OF GOOD CHARACTER, WHICH IS WRONG TO KEEP YOU DOWN OR WILL MAKE YOU LOOK DEFILED AND SAY THEY CAN JUST DO THIS, IT HAPPENS TO MANY!
2279	1,0	2	After a day, I personally don’t think DC was great at #SDCC2018  Aquaman looked good.  Shazam looks ok. But also like a movie I’ve seen countless times before.  No... surprises, slate, DC Dark, Reeves update, Affleck, MoS2, Cyborg.  Godzilla trumped them all. #ReleaseTheSnyderCut ||||| @Ganthet17 The Snyder Cut does not exist.
2280	1,0	2	Someone is getting ready to wag the dog, using war to distract us from their own betrayal of America. Also, the bit about accusing Iranian leaders of using power to enrich themselves is just .. special, coming from the Trump administration [URL] ||||| Iran has been out of control for too long! You are wrong! Your TDS can be cured. You just can’t handle Trump  juggling so many problems (left by Obama) at once! [URL]
2281	1,1	2	When you hear the Fake News talking negatively about my meeting with President Putin, and all that I gave up, remember, I gave up NOTHING, we merely talked about future benefits for both countries. Also, we got along very well, which is a good thing, except for the Corrupt Media! ||||| @realDonaldTrump @GOP @SpeakerRyan @SenateMajLdr  -when is the Republican Party going to condemn the dangerous contempt of Trump. Trump met alone with a Dictator that is not FAKE news.
2282	1,1	2	We are all exposed to both a tremendous amount of truth and many many lies. We pray that the Master of the World guides us well to know the difference. ||||| Specially from the lies we tell ourselves 😕 [URL]
2283	1,3	2	so I’ve finally decided to take up law. A new chapter begins... ||||| @inihelene Judging from your Twitter feed. You enjoy a good argument. I'd say you're a natural, counselor. You can't go wrong with a law degree. Can help you navigate some many aspects of life. Especially when people are trying to deceive you.
2284	1,3	2	Tom Fitton on @foxandfriends at 6:15 A.M. NOW! Judicial Watch. ||||| @realDonaldTrump @foxandfriends fake news
2285	1,0	2	Uhh... you guys??? I woke up with this THING on my leg and I have no idea where it came from!!!! [URL] ||||| @RobertIDK was it a prank or are you lying to us for no reason?
2286	1,0	2	Trump calls for end of Mueller probe, saying it’s "discredited" by Carter Page surveillance [URL] ||||| @washingtonpost When are you (and other media sources) going to start putting these stories in context and HOLD HIM ACCOUNTABLE for his lies??  These headlines just fire up his base as they obviously don't read the whole story!!!
2287	1,0	2	Okay you can't seriously tell me #Aquaman isn't undersea #BlackPanther, at least from the trailer. And I am a James Wan fan boy ||||| @TheVisitorQ Wrong it’s based of throne of Atlantis [URL]
2288	1,3	2	Long awaited new episode featuring DK Fam, @OutspokenEast, our second guest for our 3rd anniversary shows! [URL] [URL] ||||| Finally listening... Casual = healthy So that's what I'm doing wrong 😂 😂 😂 [URL]
2290	1,3	2	Everything that's wrong with Nintendo pricing in one picture... [URL] ||||| @vimesy74 Everything wrong with console pricing in a 2nd picture  :\ [URL]
2291	1,3	2	Fox &amp; Friends outright lied about the FISA application for surveillance on Carter Page [URL] [URL] ||||| @mmfa I'm shocked state TV 🦊 lying for their fearless leader.
2292	1,3	2	UPDATE || #8YearsfOneDirection is trending #7 in PH [URL] ||||| @RealLiamPaynePH With wrong hashtag hahahahahah  It should be..  #8YearsofOneDirection
2293	1,1	2	A Rocket has not been launched by North Korea in 9 months. Likewise, no Nuclear Tests. Japan is happy, all of Asia is happy. But the Fake News is saying, without ever asking me (always anonymous sources), that I am angry because it is not going fast enough. Wrong, very happy! ||||| @realDonaldTrump EXACTLY BECAUSE JAPAN IS HAPPY AND VERY HAPPY AND FAKE NEWS IS SAD AND NOT HAPPY AND ASIA IS HAPPY AND ANONYMOUS AND ANGRY IS NOT HAPPY.
2294	1,0	2	Shocker!  Nunes memo accurate...LOL!...media/Dems go on wild rants...TIME TO ELIMINATE REDACTIONS...PLEASE RT [URL] ||||| That so-called "newspaper" is a rightwing rag owned by the Moonies. It has ZERO credibility and is on par with the National Enquirer for lies. [URL]
2295	1,3	2	@DishTV_India I had raised a Multi-TV connection request on 8th July 2018 and the issue is still not resolved. It has been 15 days and the connection provider is not even bothered to get the issue sorted. VC Number - 01520320107 01520320109 ||||| @GauravA83818916 I don't mean to nettle you like that! Let me fix what has gone wrong here. Please DM me your contact number so that my team can look into this asap. Thanks. - Siddharth  [URL]
2296	1,3	2	@USPSHelp Hi can you please reply to my DM!! Thanks ||||| @joojh_ So far, these are all automated scans from a manifest but there are no actual scans of the mailpiece. ^EC
2297	1,1	2	(1/2): The McConnell-Ryan tax law has yet to increase wages for workers as was promised. Instead, it is overwhelmingly benefitting corporate executives and Wall Street investors. [URL] ||||| Yep, now what’s next on their pack of lies [URL]
2298	1,1	2	CNN’s incessant hate for every Trump statement, tweet, and act is insane.  Americans are tuning out and their ratings are tanking. [URL] ||||| @marklevinshow @deplorableMilt Beginning to wonder if President Trump is paying #CNN #MSM  to shame themselves spewing hate and lies. They are fantastic at growing his support.  By whatever method PDJT is clearly in control now. 🤗#EnjoyTheShow @realDonaldTrump
2299	1,3	2	Teenage boy left 'heartbroken' after school bans his talent show drag act [URL] ||||| @SkyNews Country golden gate countries want fi rund in the dark ig light contradict with principle that there is dominant human illegal base wrong crim
2300	1,1	2	🚨 Maxine Waters: Flag-Burning Protesters Furthered 'Their Own Agenda'!   You Started The War Lady!  #MaxineWaters #Bimbo #BluestarZone  [URL] [URL] ||||| Phony Dirtbags like you will go down, take freeloaders moulinyan,,, go back to Africa,,, where is a better place,, then USA... Fuck all demoRats 10 trillion times...!* [URL]
2301	1,3	2	what more could go wrong ||||| @SamGolbach I kinda feel this is related to the Queen Mary video but I could be wrong 🤔🤔
2302	1,1	2	taking a stand to keep #Bitcoin #BCH....Bitcoin.  I fully expect push back on this but also believe this is what needs to be done to allow Bitcoin to reach its destiny:  [URL] ||||| "This is where Ethereum went wrong—a single application can bring the entire network down to its knees in congestion (and unstable fees)."... [URL]
2303	1,3	2	Caption this with lyrics you scream in the car with your bestie [URL] ||||| *me and zach drunk*  WHEN I WAS ONLY 17, COULDNT WAIT FOR 21. I’D HANG AROUND ON CLAYTON STREET IN THE BARS THERE GETTIN DRUNK. A BASEBALL CAP AND A FAKE ID WOULD GET ME IN THE CLUBS. THEN I WOULD DANCE WITH THE COLLEGE GIRLS AND LIE ABOUT WHO I WAS [URL]
2304	1,3	2	16 people struck by bullet/projectile. 2 people dead, plus suspect. 13 people in hospital. Suspect received gunshot wound, Saunders says he won't expand on that. ||||| @VassyKapelos And Trudeau will halt you from the truth. See the lies at 5.
2305	1,3	2	You did well  but sorry Bro you are on twitter. Dalli Girls Crush is Fake again :) [URL] ||||| @GoaneesGo Larkey bh fake hone lgy ajeeeb
2306	1,0	2	Latin American #crude grades will become more competitive to the #US west coast and #China as the collapse of Venezuelan exports, US-China trade tariffs, and US sanctions on Iran impact trade flows. Learn more: [URL] [URL] ||||| @ArgusLatAm @ArgusMedia Wrong report attached
2307	1,0	2	White House press secretary Sarah Sanders on President Trump’s explosive tweet about Iran: “He is going to continue to focus on the safety and security of the American people” [URL] ||||| @CNNPolitics How can Sarah get up there day by day and just lie.
2308	1,3	2	Plans for a #heatwaveUK. [URL] ||||| @BookWeekScot Make that "lie" on the couch, please.
2309	1,1	2	*REMINDER*  NONE of the Steele Dossier has been disproven  MUCH of it has been verified  ALL of it was compiled by a top MI6 Russianist  NONE of it was compiled with knowledge of who it was for  ALL of it was compiled by a man who's repeatedly given the FBI top-shelf intelligence ||||| Repeat, repeat, repeat. Words from Sarah Huckabee Sanders today is straight up bs #TrumpFakeNews that the Dossier was "discredited." Absolutely not true. WH lies, Trump lies, Sarah lies. @SarahHuckabee lies for the greatest liar we've ever had - and she is SHAMEFUL for doing so. [URL]
2310	1,3	2	Missed last night's episode? The ITV Hub is your only destination for all the Love Island drama! ✈️Catch up now: [URL] [URL] ||||| @LoveIsland @MarcellaRana The lie detector will tell us that Wes, Josh, old and new Jack and Paul will all be tempted by new girls in the outside world. That leaves Alex but I won’t go into that!
2311	1,1	2	.@RonWyden re-ups his request to Treasury for documents on the NRA/Alexander Torshin. Also asks for “any documents relevant to financial links between the NRA, its associated entities and Ms. Butina and any entities or individuals related to her.” [URL] [URL] ||||| Where is @NRA ?  I CAN'T HEAR YOU.  @DLoesch why did you take down info on you profile ?  Where are your Tick Tocking threats ?  How do you spell Torshin ?  Remember what a liar Oliver North was ? [URL]
2312	1,1	2	So why do these former officials still have clearances? To protect current Trump Administration officials if they wanted to consult with predecessors about specific issues. Often, re-clearances take forever and could spell legal trouble in time crunches [URL] ||||| All the more reason to strip them of their clearances, that  are fueling Mueller’s Fake Russian Collusion probe! [URL]
2313	1,1	2	Ya'll agree with Enes Kanter's math? 🤔 [URL] ||||| He's not lying until the Bucks or Thunder decide to crash the party that's it [URL]
2314	1,3	2	Choose the #LanSchool solution that's best for you!  Get a side-by-side comparison of LanSchool &amp; LanSchool Air: [URL] #ClassroomManagement [URL] ||||| Either way, you can't go wrong! [URL]
2315	1,0	2	While France says its colorblind, reality says:  - 66% of French believe 'traditional' values are not protected eno… [URL] ||||| @KhaledBeydoun I don’t really want to believe this. I hope you’re wrong.
2316	1,0	2	Pierced nipples are the best nipples don’t @ me ||||| wrong, all nips are appreciated [URL]
2317	1,1	2	Here is How the Deep State's NY Times is spinning this story, per the picture. [URL] [URL] ||||| @Thomas1774Paine Regardless if these officials are critical towards the POTUS, if they do not need their clearance or misuse them in any way, the clearance needs to be revoked. Funny how the Fake News Media spins the words around to tell a different story. 😠
2318	1,2	2	It's bonkers how many time I hear in gaming (be it tabletop or otherwise) a significant other justify gaming with "well I'd rather they did this then be out cheating on me or drinking in a bar" O_O  If you think the alternative to gaming is adultery or wasting away o-O?!?!? ||||| @iNcontroLTV What if I’m an alcoholic and a gamer, and on off nights of gaming I go to bars.... 🤔🤔  Also, what’s wrong with bars!?
2319	1,3	2	My departure from PUBG.  Read: [URL] ||||| @AffluxGG A[URL] I really wished we could keep you in the PUBG community but the Realm Royale community have gained a great entity in you. Looking forward to seeing you play again, ain't gonna lie. Good luck my man 👊
2320	1,0	2	The only time Kaduna Abuja road became  safe was when both local and international flights were diverted from Abuja to [URL] secure the lives of the elites,the road was fully renovated and enough funds were released to the security agencies. ||||| @ShehuSani It is a wrong calculation to leave the critical weak untended. Soon when the realisation of their valueless lives hits home; they will hunt the elites in search of a value for life
2321	1,3	2	GOP strategist shocked by Trump's threat to strip critics of security clearances: 'It's the move of an autocrat!' [URL] ||||| @RepublicanSwine He comes out clear every day simply because he screws up more every day. And now he will go back and accept a truth, then the next day deny again. Some thing wrong in there somewhere in the Head?😄🙂 [URL]
2322	1,3	2	I saw this written on the bathroom wall in #Dublin @fasterpussycat [URL] ||||| @CarrieStevensXO @fasterpussycat Problem with adults is they get the notion that first they need a "reason" to be happy, when in fact nature's design is that happy is a normal condition. "There is no path to happiness, happiness IS the path!"..Buddha.
2323	1,3	2	Who you got? [URL] ||||| @NBAMemes IA but can't go wrong with Flash either.
2325	1,1	2	Just asked Nunes if he stood by all the contents of his memo after release of Carter Page docs - and he attacked CNN instead. I then asked him if he read FISA application (since in Feb he acknowledged not reading it) and he said: “You are ignoring what I said” and walked on floor ||||| @mkraju @InvestigateRU #CA22 , if you want lies &amp; hypocrisy representing you in the trump swamp (when not in a vineyard or at a 🏀 game), vote for @RepDevinNunes . If you want reform, honesty &amp; a representative working for you, vote for someone else. Consider @JanzforCongress . #FlipItBlue
2326	1,3	2	Just started 2 hours of commercial free music! Should get you home from work before you hear one! Got a song for me to play? 8883431061 @ChillinWithZann   You can listen live on our @iHeartRadio app! 💋 ||||| @KISSFMSEATTLE @ChillinWithZann @iHeartRadio Please play Fake Love by @BTS_twt 💕 Thank U💕💕
2327	1,3	2	i am so dumb ! ||||| When you shouted out the wrong answer in class [URL]
2328	1,3	2	My full interview with Nicaraguan President Daniel Ortega #SpecialReport [URL] ||||| @SpecialReport All the shit that Daniel Ortega said is a lie! Please this guy seen like he is living in another reallity! The paralamilitaries are killing under this orders! This a pieces of what his people did to the protestants.#SosNicaragua [URL]
2329	1,1	2	"New York Daily News" 1. KARMA 2. AWESOME #MAGA .@realDonaldTrump [URL] ||||| FakeNews media paying its dues. Who's next? [URL]
2330	1,0	2	I requested an @Uber to go to a monthly DC MAGA meet-up at Trump Hotel; held my faithful red MAGA hat in my hand. Mr. Sadou looked at me and rudely said; “I cannot take this ride.” He had no right to refuse service, especially after the payment was accepted. @Uber, unacceptable! ||||| @Matthew_Handy @Uber You’re not charged till after the ride.  The driver would have to cancel or you would &amp; provide a reason &amp; be refunded if charged.  You just want to whine on Twitter.  If not mistaken, drivers have the right to refuse rides.  Ever wonder if there might be a reason?
2331	1,3	2	Give me some more anime to watch that isnt mainstream because I've seen almost everything ❤️🖤 ||||| @Trakn_ Is it wrong to pick up girls in a dungeon a must watch if you haven’t seen it
2332	1,1	2	President @realDonaldTrump's job approval among Democrats [URL] ||||| @FoxNews @realDonaldTrump Gee what will the Trumplicons do with Fox spreading fake news? Damn.. nowhere to go.
2333	1,1	2	On Monday, President @realDonaldTrump hosted a 'Made in America' event at the @WhiteHouse to promote American manufacturing and jobs. [URL] ||||| @FoxNews @realDonaldTrump @WhiteHouse So why do your shirts say, "Made in China?"  And why is Ivanka's shoe line MADE IN CHINA??   You Trump's are a bunch of hypocrites.  S. @PressSec  talked about monitizing...look at the BAGS of CASH you rake in from the US Gov't.  You lie to all of us. @POTUS #LIAR
2334	1,3	2	A lot of people have a favorite name... so I'm curious - what is your absolute favorite girl and boy name?? ||||| @Sisligracy Hold up...unrelated note...isn’t your name Olivia?? I’m sorry if I’m incorrect, but....Delis name is Maddie. There is a Disney tv show called liv &amp; Maddie and there sisters. I thought that was funny 😂
2335	1,0	2	Alex Jones pantomimes shooting Robert Mueller: "You're going to get it, or I'm going to die trying, bitch. Get ready" [URL] ||||| @FBI @TheJusticeDept this is WRONG in so many ways! [URL]
2336	1,1	2	“BET” and “YOU WONT” gets me into a lot of shit 😂😂 ||||| Not gonna lie 🤷🏼‍♀️ [URL]
2337	1,1	2	@Mike_TheCop sooooooo this just happened [URL] ||||| @DonutOperator @Mike_TheCop WTF? But Facebook allows completely made up rhetoric that incites a mob mentality calling for violence against LEO's, but prove them wrong with FACTS and get put in FB jail. This is beyond disgusting.
2338	1,3	2	The newly surfaced Woodgate Valley Green Route makes a bike ride through this lovely area ideal for all the family. About Woodgate Valley: [URL] #Birmingham #cycling #Quinton #BartleyGreen [URL] ||||| @BCRbirmingham Yet @UKLabour in Birmingham want Social Workers to go part time. Talk about getting priority’s wrong.
2339	1,3	2	Via @BrexitCentral, a great speech from Lord Michael Forsyth  [URL] ||||| Most non-EU countries trade with the EU under WTO rules Nothing to be concerned about. With WTO tariffs the UK would be £8,000,000,000 a yr BETTER off and would not have to pay the EU £39,000,000,000 The fake Irish border issue is just a trojan horse to try and keep us in the EU. [URL]
2340	1,0	2	BREAKING: Pro-buhari Senators are now being mobilized to the senate probably to kickstart the removal of Saraki and Ekweremadu. Some Presidency officials were also spotted with plenty bags of money.  He did it in 1983, He is about to do it again in 2018.  #DemocracyUnderSiege ||||| @YemieFASH @officialKolaO This is an evil fabrication of lies by a criminal destined for the pit of hell. You dit the comfort of your location and distribute divisive content that can split the nation. I sane climes, people like you are locked up for good and keys thrown into the sea
2341	1,3	2	Happy Birthday to Dan from @WhatsInside! [URL] ||||| @ZacksJerryRig @whatsinside Not gonna lie i thought you sent this to me 23 July was my b-day as well lol
2342	1,1	2	As thousands of top AI researchers sign a pledge against killer robots, @ResponsibleSci announces its annual conference: 'AI - how little has to go wrong?' We'll discuss autonomous weapons, driverless cars &amp; friendly household spies [URL] [URL] [URL] ||||| A timely and important question: Artificial IntelligenceI - how little has to go wrong? [URL]
2343	1,0	2	Out of 500 odd days of parliamentary sessions Imrant only attended 20 something, grounds enough to not vote for him, EVER !!!! ||||| @faisalrafi He is not attendee in parliament bt he is not liar in parliament as nawaz &amp; zardari chor
2344	1,1	2	No tweet from PM Trudeau 10 hours after 14 people were shot in Toronto last night  Only when Muslims shot in Quebec do we get instant condemnation &amp; several tweets of condolences.   Not all victims are equal in Trudeau's Canada.  #cdnpoli ||||| @michael_house9 @ljbeebe And remember when that little Muslim girl was supposedly attacked by a person with a knife; the politicians were on it in a few minutes. The episode turned out to be fake. The liberals gave us a lesson on diversity anyways.
2345	1,3	2	BREAKING | Labor MP Emma Husar has taken personal leave, following allegations of bullying within her Western Sydney electorate office. [URL] ||||| @2GB873 The threats are total bull shit @emmahusarmp is the aggressor and she needs to resign now. The people in the seat of Lindsay deserve more than this LIAR.
2346	1,3	2	Last call for #Vh1Teensday. Send in your picks NOW and catch them on air at 6 PM! ||||| @Vh1India FAKE LOVE PLS
2347	1,3	2	yes blackpink is THE best gg ||||| @tearkjs Where is the lie [URL]
2348	1,0	2	@MoonwalkTalks He knows we hate him.... Idk. That’s not my problem. What he does doesn’t concern me. I’m sure he regrets what has happened and apologized to Michael before his passing. 🤷🏼‍♀️ ||||| @smile4meMJ @MoonwalkTalks Well we will never know until he speaks publicly I guess, but I doubt he ever will with the way some are currently towards him. If he still sticks to the same story then there is no point as the damage was already done back then, but if the story HAS changed, that's different.
2349	1,0	2	A message from Association of Evangelicals in Eritrea to Ethiopian Evangelicals. #Eritrea #Ethiopia [URL] ||||| @meronina “ Eritrean evangelicals association “ wrote a letter in #Amharic??? #FakeNews
2350	1,0	2	Nigeria is the poverty capital of the world under your watch. But your career sycophants tell you to ignore people with genuine complaints. You claim you're doing well. Your Media Aide(s) call them 'wailers', and that gets you amused. ||||| @Nedunaija Enough of lies bro,2013 more than 120 million Nigeria were in poverty
